domain,html_size,widget_count,widgets,ai_signal,generic_chat_hint
lvly.io,266586,0,,0,1
lyres.com,510510,1,Gorgias,0,1
macduggal.com,785737,0,,0,1
madebymary.com,416961,0,,0,1
madrabbit.com,1700486,0,,0,1
maggylondon.com,476379,1,Gorgias,0,1
magicmind.com,303620,0,,0,1
magicspoon.com,406333,0,,0,1
magnolia.com,2097152,0,,0,1
mainelobsternow.com,1045944,1,Gorgias,0,1
makari.com,380902,0,,0,1
makerflo.com,1181744,1,Gorgias,0,1
malys.com,87245,0,,0,1
mandauefoam.com,29319,0,,0,1
manduka.com,999460,1,Gorgias,0,1
manlybands.com,556487,0,,0,1
manmade.com,10713,0,,0,1
manscaped.com,568225,0,,0,1
manucurist.com,1190708,1,Gorgias,0,1
manukora.com,463355,1,Gorgias,0,1
marcfisherfootwear.com,643342,1,Gorgias,0,1
marchhares.com,5129,0,,0,0
marcjacobs.com,299435,0,,0,1
marinelayer.com,2068911,1,Gorgias,0,1
marleylilly.com,323367,1,Zendesk,0,1
maryruthorganics.com,477844,0,,0,1
mastermindtoys.com,718491,1,Gorgias,0,1
matchabar.com,3631,0,,0,0
mattelcreations.com,488161,0,,0,1
maude.com,86560,0,,0,1
mauinuivenison.com,142073,0,,0,0
mc2saintbarth.com,777415,0,,0,0
meagherspharmacy.com,1853,0,,0,0
mebius.com,4190,0,,0,0
mecca.com,827224,0,,0,1
medik8.com,666906,0,,0,1
mejuri.com,927219,0,,0,1
memobottle.com,297047,1,Gorgias,0,1
mercihandy.com,799020,2,Gorgias;Facebook Messenger Plugin,0,1
merkur.com,341128,0,,0,0
merzbschwanen.com,1147178,0,,0,1
meshki.com,654290,0,,0,1
metabolicmeals.com,221455,0,,0,1
metagenics.com,547157,0,,0,1
meundies.com,393231,0,,0,1
michaelkors.com,202634,0,,0,1
midnighthour.com,1529404,0,,0,1
migardener.com,478431,0,,0,1
mikihouse.com,41812,0,,0,0
millieloveslily.com,923918,0,,0,1
milligram.com,523673,1,Gorgias,0,1
minikatana.com,604298,0,,0,1
ministryofsupply.com,1057938,0,,0,0
minnow.co,16940,0,,0,1
mixtiles.com,175504,0,,0,1
mizzen.com,752554,0,,0,1
modifly.com,76451,0,,0,0
mojocountryclub.com,1035356,0,,0,1
mokobara.com,438194,0,,0,1
molekule.com,607123,0,,0,1
mollygreen.com,78952,0,,0,0
momofuku.com,118022,0,,0,1
monos.com,2097152,0,,0,0
montecarlo.com,447343,0,,0,1
montedesign.com,95585,1,Gorgias,0,1
mood.com,1575603,0,,0,1
moodi.com,149962,1,Crisp,0,1
moonboon.com,574985,1,Gorgias,0,1
moonbrew.com,576956,1,Gorgias,0,1
moonjuice.com,1028089,1,Reamaze,0,1
morenutrition.com,2097152,0,,0,1
morselmunk.com,761346,0,,0,1
mosh.com,43626,0,,0,0
motelamiio.com,2097152,0,,0,1
mountaingirlclothing.com,1187496,0,,0,1
moxielash.com,432015,0,,0,1
mpix.com,638222,0,,0,1
mrdiy.com,126554,0,,0,1
mrroses.com,1510471,0,,0,1
msread.com,27278,0,,0,0
muddybites.com,321651,1,Gorgias,0,1
mudwtr.com,599622,1,Gorgias,0,1
mugsy.com,2097152,1,Gorgias,0,1
murad.com,671178,1,Reamaze,0,1
mustangsurvival.com,464975,1,Zendesk,0,1
mustardmade.com,1144656,1,Gorgias,0,1
mycommunitymade.com,460960,0,,0,1
myfitfoods.com,177385,0,,0,1
mygirlfriendsquiltshoppe.com,749536,0,,0,1
myolivea.com,327654,0,,0,1
mzwallace.com,363536,1,Gorgias,0,1
naali.com,10385,0,,0,0
nakedcashmere.com,313105,2,Gorgias;Zendesk,0,1
namuk.com,1079313,0,,0,0
naniswimwear.com,941299,0,,0,1
nanoleaf.com,20575,0,,0,0
nanso.com,810774,1,Gorgias,0,1
nanuk.com,752336,0,,0,1
nathanjames.com,707775,1,Kustomer,0,1
nationalefficiency.com,190459,0,,0,1
naturalbabyshower.com,830137,2,Front;WhatsApp Button,0,1
naturalform.com,406066,0,,0,1
naturaselection.com,913732,0,,0,1
naturium.com,579880,1,Gorgias,0,1
naturopathica.com,713099,1,Front,0,1
ned.co,4172,0,,0,0
negativeunderwear.com,717560,1,Gorgias,0,1
neomwellbeing.com,819966,1,Gorgias,0,1
nespresso.com,228790,0,,0,1
nestlehealthscience.com,168510,0,,0,1
neverfullydressed.com,718774,0,,0,1
newwestknifeworks.com,1178725,1,Gorgias,0,1
nike.com,822257,0,,0,1
ninjatransfers.com,1206847,1,Intercom,0,1
nissinfoods.com,2097152,0,,0,0
notpot.com,250381,0,,0,1
nrbyclothing.com,407350,0,,0,1
nrma.com,422228,0,,0,1
nurangecoffee.com,183982,0,,0,0
nuskool.com,95788,0,,0,0
nuun.com,411385,0,,0,1
nuxe.com,803571,0,,0,1
nydj.com,369921,1,Gorgias,0,1
nzxt.com,353403,1,Zendesk,0,1
oakywood.com,598387,1,WhatsApp Button,0,1
oatsome.com,64688,0,,0,1
oatsovernight.com,211820,0,,0,1
obvi.com,539846,0,,0,0
octopiedmind.com,553930,0,,0,1
odaje.com,473986,1,WhatsApp Button,0,1
odele.co,1036,0,,0,0
offbeatbikes.com,116082,0,,0,1
ogee.com,2097152,1,Gorgias,0,1
ohmycream.com,506920,1,Gorgias,0,0
ohpolly.com,788395,0,,0,1
ohsnap.com,707493,1,Zendesk,0,1
olly.com,372688,1,Zendesk,1,1
olukai.com,1207221,1,Reamaze,0,1
omni.com,123904,0,,0,1
omylaboratoires.com,661869,3,Gorgias;Crisp;Reamaze,0,1
oneill.com,404606,0,,0,1
onewheel.com,575512,0,,0,1
onlycurls.com,1372242,1,Gorgias,0,1
ooni.com,742529,0,,0,1
openstore.com,283104,0,,0,1
opopop.com,611412,0,,0,1
origin.com,164706,0,,0,1
originalgrain.com,658412,1,Gorgias,0,1
origincoffee.com,1062555,1,Gorgias,0,1
orlakiely.com,469132,1,Zendesk,0,1
orlebarbrown.com,1141283,2,Gorgias;WhatsApp Button,0,1
orthofeet.com,1129602,1,Gorgias,0,1
orveonglobal.com,32645,0,,0,1
osea.com,46829,0,,0,1
ourplace.com,4220,0,,0,0
outdoorvoices.com,454294,0,,0,1
ovo.com,50692,0,,0,0
p.co,225673,0,,1,1
paceline.com,69805,0,,0,1
pacificmanufacturing.com,113146,0,,0,1
packd.com,94496,0,,0,0
paige.com,319537,1,Gorgias,0,1
paireyewear.com,409171,0,,0,1
pairofthieves.com,470439,0,,0,1
pandatea.co,1663611,2,Crisp;WhatsApp Button,0,0
pangaia.com,2054814,1,Gorgias,0,1
pangobooks.com,56216,0,,0,1
pantryshop.com,41014,0,,0,1
paperlike.com,544774,0,,0,1
papershootcamera.com,450339,1,Gorgias,0,1
papier.com,611830,1,Zendesk,0,1
parachute.com,486048,1,HubSpot Chat,0,1
parkseed.com,1509756,1,Zendesk,0,1
particleformen.com,237494,0,,0,1
pashionfootwear.com,1118862,1,Gorgias,0,1
passenger.com,12663,0,,0,0
patrickta.com,644686,1,Gorgias,0,1
patta.com,143651,0,,0,1
paul.com,23417,0,,0,1
paulsmith.com,1033779,0,,0,1
paw.com,821286,1,Zendesk,0,1
pawcom.com,98434,0,,0,1
payot.co,1036,0,,0,0
peaches.com,1008581,0,,0,1
peacockalley.com,1451004,1,Gorgias,0,1
pedalmafia.com,10070,0,,0,0
peepers.com,894880,1,Gorgias,0,1
pelagic.co,61401,0,,0,1
peloton.com,223897,0,,0,1
penguinbooks.com,9717,0,,0,0
pepper.com,301154,0,,0,1
pepperpalace.com,486795,1,Tawk.to,0,1
perryellis.com,956420,0,,0,1
personanutrition.com,146822,1,Zendesk,0,1
pescience.com,709270,1,Gorgias,0,1
petal.co,138110,0,,0,1
petmeds.com,379362,0,,0,1
petstop.com,165355,0,,0,1
phiacademy.com,1659832,0,,0,1
phlur.com,636333,0,,0,0
pico.com,272864,0,,0,1
pilgrim.com,4554,0,,0,1
pinalli.com,2976,0,,0,0
pineappledancestudios.com,200102,0,,0,0
pinkgellac.com,602057,0,,0,1
pinter.com,239017,1,Gorgias,0,1
piral.com,329255,0,,0,1
pittarosso.com,736074,0,,0,0
plantoys.com,998599,1,Gorgias,0,1
polysleep.com,737817,1,Gorgias,0,1
polywood.com,511253,0,,0,1
poolday.com,208854,1,Gorgias,0,1
popchart.com,133212,0,,0,0
popflex.com,1407206,0,,0,1
poppybarley.com,194149,1,Gorgias,0,1
portermedia.com,185924,0,,0,1
portlandleathergoods.com,1177441,1,Reamaze,0,1
poshpeanut.com,712751,1,Gorgias,0,1
positivegrid.com,643978,0,,0,1
possible.com,124243,0,,0,1
potgang.com,549434,1,WhatsApp Button,0,1
premier.com,65062,0,,0,1
prettylitter.com,444501,0,,0,0
primallypure.com,787493,1,Gorgias,0,1
primalqueen.com,980951,0,,0,1
primarygoods.com,60393,0,,0,1
primitiveskate.com,381905,0,,0,1
princesspolly.com,1236056,0,,0,1
profumeriegriffe.com,1874678,1,WhatsApp Button,0,1
prose.com,28226,0,,0,0
psychedelicwater.com,1122092,0,,0,1
psychobunny.com,1661599,1,Gorgias,0,1
pulppantry.com,215000,0,,0,1
pulseboutique.com,586770,1,Gorgias,0,1
pupsentials.com,1575262,0,,0,1
pura-scents.com,100597,1,WhatsApp Button,0,0
pura.com,714937,0,,0,1
puravida.com,109928,2,Facebook Messenger Plugin;WhatsApp Button,0,0
puravidabracelets.com,2097152,0,,0,1
purdyandfigg.com,716020,0,,0,1
purple.com,525233,0,,0,1
quadlock.com,35109,0,,0,0
quip.com,23309,0,,0,1
quokkabrew.com,160110,0,,0,1
radleylondon.com,531965,0,,0,1
rainbowshops.com,950265,0,,0,1
rains.com,266337,0,,0,1
rarebeauty.com,208681,1,Gorgias,0,1
ratandboa.com,60613,1,Gorgias,0,0
rausch.com,58360,0,,0,1
razorgroup.com,194946,0,,0,1
realgoodcoffeeco.com,113391,0,,0,0
reallygoodboxedwine.com,985825,1,Gorgias,0,1
reasonclothing.com,764711,1,Gorgias,0,1
rebeccaminkoff.com,376779,1,Gorgias,0,1
redbull.com,975656,0,,0,1
redmond.com,389919,0,,0,1
redmondlife.com,2750,0,,0,0
reformation.com,657772,0,,0,1
regimenlab.com,273380,0,,0,1
relive.com,214465,0,,0,1
remi.com,82236,0,,0,1
renardscheese.com,379578,0,,0,0
renttherunway.com,168080,0,,0,1
renuebyscience.com,770619,1,Zendesk,0,1
represent.com,544316,0,,0,1
reservebar.com,817526,0,,0,1
reshoevn8r.com,877576,1,Gorgias,0,1
rest.com,1303882,0,,0,1
restickity.com,350578,0,,0,1
revolutionbeauty.com,592129,0,,0,1
rexspecs.com,536181,1,LiveChat,0,1
rhodeskin.com,2097152,1,Kustomer,0,1
ries.com,1770817,0,,0,0
riffraff.com,176185,0,,0,0
rightleftagency.com,378410,0,,0,1
ritual.com,503135,0,,0,1
roarstudios.com,4690,0,,0,0
rollienation.com,1506911,1,Gorgias,0,1
romadesignerjewelry.com,1580899,0,,0,1
ronaldojewelry.com,409614,0,,0,1
rowingblazers.com,334835,0,,0,1
rsvp-paris.com,141781,1,WhatsApp Button,0,0
rudis.com,561080,0,,0,1
rudsak.com,486283,1,Gorgias,0,1
ruffwear.com,515916,1,Reamaze,0,1
ruggable.com,477139,0,,0,1
rumpl.com,757813,1,Gorgias,0,1
ryzon.com,884965,1,Zendesk,0,1
saatva.com,982883,0,,0,1
safevaultstore.com,303449,0,,0,1
sageandclare.com,2097152,1,Gorgias,0,1
saintandsofia.com,299713,0,,0,1
saltandstone.com,1026649,0,,0,1
saltboutique.com,315078,1,Intercom,0,1
samsonite.com,840337,0,,0,1
sanjo.com,1040,0,,0,0
saranoni.com,1318562,0,,0,1
sardel.com,10389,0,,0,0
saturdayclub.com,125686,0,,0,0
schleich.com,276581,0,,0,1
scottsflowersnyc.com,356013,0,,0,1
sculptedbyaimee.com,643368,1,Gorgias,0,1
seabags.com,1253522,0,,0,1
sennheiser.com,433446,0,,0,1
sephora.com,790268,0,,0,1
sergeblanco.com,1652847,1,Gorgias,0,1
serpentinegalleries.com,140681,0,,0,1
shapingnewtomorrow.com,538106,0,,0,1
sheetsgiggles.com,225969,0,,0,1
shereadstruth.com,69899,0,,0,1
shineon.com,100836,0,,0,1
shinola.com,670971,0,,0,1
shocksurplus.com,1155771,1,Zendesk,0,1
shokz.com,905019,0,,0,1
shoott.com,786781,0,,0,0
shopbeergear.com,619253,0,,0,1
showmeyourmumu.com,625148,1,Zendesk,0,1
sigmasports.com,413220,0,,0,1
siksilk.com,861818,1,Gorgias,0,1
silksilky.com,1720794,1,Reamaze,0,1
simba.com,465402,0,,0,1
simbasleep.com,552735,1,Zendesk,0,1
simkhai.com,750146,1,Gorgias,0,1
simonpearce.com,424056,1,Gorgias,0,1
simplemodern.com,1963292,0,,0,1
simplyearth.com,716200,1,Help Scout,0,1
simulate.com,121675,0,,0,1
sitkasalmonshares.com,646829,0,,0,1
skiessentials.com,285278,0,,0,0
skims.com,467208,0,,0,1
skininc.com,96655,0,,0,1
skinnydiplondon.com,1421962,1,Zendesk,0,1
skknbykim.com,76304,0,,0,1
skoon.com,91927,0,,0,1
skullcandy.com,648220,0,,0,1
slamjam.com,1421880,1,Gorgias,0,1
sloanetea.com,228608,0,,0,1
smcacreative.com,1084955,0,,0,0
smilebrilliant.com,602089,1,Zendesk,0,1
smiledirectclub.com,676555,0,,0,1
smythson.com,255555,0,,0,1
snacknation.com,384691,0,,0,1
snif.com,8340,0,,0,1
snocks.com,958711,2,Zendesk;LiveChat,0,1
snowe.com,1040,0,,0,0
snug.com,35541,0,,0,1
snugglehunny.com,912607,1,Gorgias,0,1
snyderperformanceengineering.com,2097152,1,Gorgias,0,1
society6.com,681456,0,,0,1
sodastream.com,695107,0,,0,1
soeju.com,15075,0,,0,0
sofaclub.com,243870,0,,0,1
softservices.com,318488,0,,0,1
solacebands.com,1230788,0,,0,1
solgaard.com,3458,0,,0,1
songfinch.com,26540,0,,0,1
soshape.com,1170136,2,Gorgias;WhatsApp Button,0,1
soup-stock-tokyo.com,77800,0,,0,0
spacegoods.com,1473220,1,Gorgias,0,1
spanx.com,2039128,1,Kustomer,0,1
speedengineering.com,561941,0,,0,1
splashwines.com,531075,1,Gorgias,0,1
spoiledchild.com,161542,0,,0,1
springfreetrampoline.com,264242,0,,0,1
stand.com,12492,0,,0,0
stanfields.com,351909,0,,0,1
staples.com,540721,0,,0,1
starlightknittingsociety.com,371135,0,,0,1
statebicycleco.com,278476,2,Gorgias;LiveChat,0,1
steadystraps.com,413869,0,,0,1
stellareats.com,205450,0,,0,1
stevemadden.com,1022395,1,Gorgias,0,1
stillbloom.com,16952,0,,0,1
stitchfix.com,276688,0,,0,1
stonebrewing.com,142179,0,,0,1
stoov.com,518805,1,Gorgias,0,1
storesetrideaux.com,311463,0,,0,0
storq.com,623713,1,Gorgias,0,1
strandbags.com,756725,1,Gorgias,0,1
striderite.com,354328,1,Gorgias,0,1
studs.com,841970,1,Zendesk,0,1
suitshop.com,341215,0,,0,1
sukhmanidesigns.com,121062,0,,0,1
sunny16.com,533117,1,Gorgias,0,1
sunology.com,1535,0,,0,0
suntory.com,79272,0,,0,1
superfeet.com,418695,0,,0,1
supernote.com,676419,0,,0,1
svenfish.com,392014,0,,0,1
swan.com,796307,0,,0,1
swanky.com,6759,0,,0,0
swankyagency.com,167082,0,,0,1
swati.com,1458672,1,Gorgias,0,1
sweetwaterdecor.com,2097152,1,Gorgias,0,1
swimoutlet.com,695722,0,,0,1
swoveralls.com,837800,0,,0,1
systerp.com,658830,1,Gorgias,0,0
t1tan.com,300288,0,,0,1
tabs.com,367996,0,,0,1
tabschocolate.com,490661,0,,0,1
taika.com,21052,0,,0,0
taschen.com,452615,0,,0,1
tasmanholidayparks.com,1161656,0,,0,0
tastesalud.com,1010156,1,Gorgias,0,1
tatcha.com,648210,0,,0,1
taylorstitch.com,1051317,1,Gorgias,0,1
tecovas.com,491726,0,,0,1
tella.com,351126,0,,0,1
tenlittle.com,2097152,1,Gorgias,0,1
tennisgiant.com,1008840,1,Gorgias,0,1
tens.com,10381,0,,0,0
tenzotea.co,402899,0,,0,1
thealdogroup.com,102975,0,,0,1
thebeautycrop.com,909948,0,,0,1
thebike.com,43801,0,,0,1
thebottleclub.com,1928779,1,Gorgias,0,1
thebradery.com,1334694,1,Gorgias,0,0
thechive.com,382081,0,,0,0
thecitizenry.com,1068,0,,0,0
theconranshop.com,442951,1,Gorgias,0,1
thecoutureclub.com,895126,0,,0,1
thefeed.com,461563,0,,0,1
thefemalecompany.com,1669918,0,,0,1
thefishsociety.com,111406,0,,0,1
thefrankieshop.com,412496,0,,0,1
thefryecompany.com,539340,1,Gorgias,0,1
thehundreds.com,1433121,0,,0,1
theindoorgolfshop.com,2097152,1,Gorgias,0,1
theinkeylist.com,700812,1,Gorgias,0,1
theliquorbros.com,384680,2,Gorgias;Crisp,0,1
thememo.com,302815,0,,0,1
themessistore.com,266565,0,,0,0
theminimalcloset.com,225973,0,,1,1
theoodie.com,932085,1,Gorgias,0,1
theproscloset.com,612826,1,Gorgias,0,1
thequalitygroup.com,87478,0,,0,1
theragcompany.com,590590,1,Reamaze,0,1
theshippingstore.com,147182,0,,0,1
theskinnerd.com,1129236,1,Zendesk,0,1
thesomewhereco.com,398317,1,Gorgias,0,1
thespicehouse.com,499361,0,,0,1
thewodlife.com,943323,1,Zendesk,1,1
thewoobles.com,755386,1,Shopify Inbox,0,1
thinkiowacity.com,503421,0,,0,1
thirdlove.com,531895,0,,0,1
thousandfell.com,892237,0,,0,1
threadheads.com,876851,0,,0,1
threebirdnest.com,1122774,1,Zendesk,0,1
threeshipsbeauty.com,338777,1,Gorgias,0,1
thrivecausemetics.com,1268626,1,Zendesk,0,1
thrivemarket.com,389066,0,,0,0
tibi.com,273605,1,Tidio,0,1
tilley.com,998026,1,Gorgias,0,1
timex.com,772888,1,Gorgias,0,1
tineco.com,123533,0,,0,1
titancasket.com,917177,1,Chatra,0,1
titanfitness.com,581029,1,Zendesk,0,1
tobyssports.com,2097152,1,Freshchat,0,1
tomlinsons.com,341666,1,Reamaze,0,1
tommyjohn.com,2097152,0,,0,1
tonyschocolonely.com,222807,0,,0,1
topicals.com,9965,0,,0,0
tortuga.com,492798,0,,0,1
totallychocolate.com,324304,0,,0,1
toyota.com,648168,0,,0,1
tradecoffee.com,48434,1,WhatsApp Button,0,1
transformertable.com,1075792,0,,0,1
travelcat.com,20685,0,,0,1
travelpro.com,1374377,1,Gorgias,0,0
treeoflife.co,4240,0,,0,0
trekbikes.com,277258,0,,0,1
trevi.com,2097152,0,,0,1
trinnylondon.com,252200,1,Zendesk,0,1
triquetra.com,698714,1,Gorgias,0,1
tropeaka.com,275576,2,Gorgias;Facebook Messenger Plugin,0,1
trovebrands.com,166703,0,,0,1
trueclassic.com,882470,1,Kustomer,0,1
truelinkswear.com,695625,1,Gorgias,1,1
truff.com,189078,0,,0,1
trulylifestylebrand.com,468982,1,Gorgias,0,1
trvi.com,16999,0,,0,1
tsi.com,53619,0,,0,1
tubbytodd.com,561204,1,Gorgias,0,0
tuckernuck.com,1413375,0,,0,1
tuesdaymorning.com,424177,0,,0,1
tuftandpaw.com,811489,0,,0,1
tula.com,1368964,1,Gorgias,0,1
tupperware.com,732229,1,Gorgias,0,1
turtlebeach.com,258835,0,,0,1
tushbaby.com,356645,0,,0,1
tushy.com,100235,0,,0,0
tushybidet.com,87414,0,,0,1
twinkletwinklelittleone.com,393758,0,,0,1
twoblindbrothers.com,670828,1,Gorgias,0,1
typeonestyle.com,892499,1,Gorgias,0,1
typology.com,178643,0,,0,1
ugmonk.com,347309,1,Help Scout,0,1
ulegroup.com,798141,0,,0,1
ultrafootball.com,1825305,0,,0,1
unbloat.com,337215,0,,0,1
unbottled.com,50057,0,,0,0
underoutfit.com,581338,0,,0,1
unitehair.com,242031,1,Gorgias,0,1
untuckit.com,288938,0,,0,1
unwilted.com,661794,1,Gorgias,0,1
upscaleaudio.com,631124,0,,0,1
urbanara.com,633702,0,,0,0
urbanindustry.com,1264975,1,Tawk.to,0,1
urbanstems.com,997434,1,Gorgias,0,1
urotuning.com,814092,1,Front,0,1
vahdam.com,620800,0,,0,1
valentichgoods.com,225472,0,,0,0
velasca.com,333533,2,Zendesk;WhatsApp Button,0,1
venusetfleur.com,717493,1,Gorgias,0,1
verb.com,1119,0,,0,1
versed.com,18637,0,,0,1
vervaunt.com,497547,0,,0,1
vestique.com,308521,1,Gorgias,0,1
vickycakes.com,1579,0,,0,0
victoriabeckham.com,1161477,0,,0,1
vinchicago.com,553258,0,,0,1
vinocheepo.com,234045,0,,0,0
visitscotland.com,175622,0,,0,1
vitacoco.com,332249,1,Gorgias,0,0
viva.io,278377,1,Intercom,0,1
volant.com,957785,1,Tidio,0,1
volcom.com,1210103,1,Gorgias,0,1
vosgeshautchocolat.shop,354097,0,,0,1
vsbarbershop.com,777802,0,,0,1
vssl.com,42395,1,Zendesk,0,1
vuori.com,498959,0,,0,1
vuoriclothing.com,498937,0,,0,1
vyper.com,1040,0,,0,0
wajos.com,6064,0,,0,1
wantedshoes.com,62043,0,,0,1
warbyparker.com,940612,0,,0,1
waterboy.com,1211582,1,Gorgias,0,1
waterdrop.com,722378,0,,0,1
weezer.com,84514,0,,0,0
wego.com,10147,0,,0,0
westwing.com,10554,0,,0,0
whogivesacrap.com,428843,0,,0,1
whoiselijah.com,116321,0,,0,1
whoop.com,2097152,0,,0,1
wild.com,374184,0,,0,1
wildling.com,582874,1,Gorgias,0,1
wildplanet.com,262729,0,,0,1
willemse.com,595425,0,,0,1
willow-tree-boutique.com,1299640,0,,0,1
willpowders.com,469610,1,Gorgias,0,1
winc.com,772284,1,Gorgias,0,1
wineinsiders.com,1337925,1,Gorgias,0,1
winterparkcycles.com,415694,0,,0,1
wisdomsupplyco.com,283580,0,,0,1
wmpeyewear.com,1163054,1,Gorgias,0,1
wolfpak.com,1197591,0,,0,1
wolfshepherd.com,38387,0,,0,1
worldofbooks.com,640807,0,,0,1
worldwidecyclery.com,171477,1,Zendesk,0,1
woxers.com,1531669,1,Gorgias,0,1
wuffes.com,936535,1,Gorgias,0,1
xendurance.com,561522,0,,0,1
yaasa.com,476727,0,,0,1
yellowbeauty.com,1018378,0,,0,1
yellowberry.com,1191515,1,Chatra,0,1
yellowpop.com,1520043,0,,0,0
yomamasfoods.com,186424,0,,0,1
yorkstbrands.com,201707,0,,0,0
yourwesterndecor.com,44011,0,,0,1
yse.com,16704,0,,0,0
yumwoof.com,669186,1,Gorgias,0,1
yutori.com,117625,0,,1,0
zest.com,12714,0,,0,0
zoovillage.com,1632841,0,,0,0
